,Unnamed: 0,carat,cut,cut_ord,color,clarity,clarity_ord,price
6320,6321,1.03,Fair,1,H,SI1,3,3617
6321,6322,2.47,Ideal,5,J,SI2,2,15430
6322,6323,1.01,Ideal,5,G,VS2,5,6439
6323,6324,1.18,Good,2,G,SI1,3,6743
6324,6325,0.87,Ideal,5,E,SI2,2,3566
6325,6326,0.71,Ideal,5,E,VVS2,6,4042
6326,6327,0.32,Premium,4,D,VS2,5,842
6327,6328,0.5,Ideal,5,J,VS2,5,1054
6328,6329,0.7,Very Good,3,H,SI1,3,2106
6329,6330,1.51,Good,2,G,VS1,4,12489
6330,6331,1.03,Ideal,5,G,VVS2,6,9236
6331,6332,0.91,Very Good,3,J,SI2,2,3181
6332,6333,1.3,Premium,4,F,VS1,4,10930
6333,6334,1.33,Very Good,3,J,VS1,4,6442
6334,6335,0.7,Ideal,5,I,SI2,2,2079
6335,6336,0.36,Very Good,3,I,VS1,4,568
6336,6337,1.5,Very Good,3,F,VS2,5,13537
6337,6338,2.1,Ideal,5,F,SI2,2,18124
6338,6339,1.05,Very Good,3,H,SI1,3,4692
6339,6340,0.57,Very Good,3,E,VVS2,6,2485
6340,6341,0.9,Fair,1,E,SI2,2,3084
6341,6342,1.57,Ideal,5,I,SI1,3,10633
6342,6343,0.4,Premium,4,F,SI2,2,864
6343,6344,1.01,Fair,1,H,SI2,2,4129
6344,6345,0.35,Very Good,3,I,VS2,5,491
6345,6346,0.84,Premium,4,G,SI2,2,2573
6346,6347,1.0,Ideal,5,E,SI1,3,5880
6347,6348,1.43,Ideal,5,G,VS1,4,11302
6348,6349,0.51,Ideal,5,D,SI2,2,1264
6349,6350,1.01,Very Good,3,F,VS2,5,6288
6350,6351,0.79,Ideal,5,I,VS2,5,3710
6351,6352,1.09,Premium,4,H,SI2,2,4639
6352,6353,0.53,Ideal,5,G,VVS2,6,1914
6353,6354,1.51,Very Good,3,E,SI2,2,9513
6354,6355,2.03,Ideal,5,I,SI1,3,14548
6355,6356,0.71,Ideal,5,G,SI1,3,2386
6356,6357,0.37,Ideal,5,F,VVS2,6,876
6357,6358,0.36,Ideal,5,H,IF,8,912
6358,6359,1.01,Very Good,3,F,SI1,3,5078
6359,6360,0.33,Ideal,5,E,VVS2,6,1114
6360,6361,0.5,Premium,4,F,VS2,5,1395
6361,6362,0.31,Premium,4,G,VS2,5,698
6362,6363,0.7,Ideal,5,E,VS2,5,3068
6363,6364,0.41,Ideal,5,D,SI1,3,1015
6364,6365,0.25,Very Good,3,E,VVS2,6,526
6365,6366,1.11,Very Good,3,H,SI1,3,5192
6366,6367,0.91,Fair,1,E,VS1,4,4770
6367,6368,0.51,Good,2,G,VVS2,6,1750
6368,6369,0.71,Ideal,5,D,SI2,2,2633
6369,6370,1.01,Ideal,5,D,SI1,3,6097
6370,6371,1.2,Very Good,3,H,VS2,5,6423
6371,6372,1.53,Ideal,5,G,VS1,4,13994
6372,6373,0.75,Ideal,5,I,SI1,3,2871
6373,6374,0.38,Ideal,5,E,VS1,4,1211
6374,6375,0.55,Premium,4,D,VVS1,7,3006
6375,6376,0.31,Very Good,3,G,VS1,4,640
6376,6377,0.83,Ideal,5,E,SI1,3,3775
6377,6378,1.2,Premium,4,H,SI2,2,3965
6378,6379,0.32,Ideal,5,E,VVS1,7,814
6379,6380,1.08,Ideal,5,G,VS1,4,7925
6380,6381,0.34,Ideal,5,E,VS1,4,805
6381,6382,1.47,Premium,4,F,SI2,2,8314
6382,6383,1.0,Premium,4,F,SI2,2,3858
6383,6384,1.52,Premium,4,J,VS1,4,9014
6384,6385,1.01,Very Good,3,F,SI2,2,5067
6385,6386,1.77,Very Good,3,D,SI1,3,14561
6386,6387,0.41,Ideal,5,E,SI1,3,969
6387,6388,0.32,Ideal,5,G,VVS1,7,842
6388,6389,0.57,Ideal,5,F,SI2,2,1397
6389,6390,1.11,Premium,4,E,VS1,4,9299
6390,6391,0.61,Ideal,5,E,VS2,5,2373
6391,6392,2.19,Very Good,3,E,SI2,2,18067
6392,6393,0.42,Premium,4,H,VS1,4,847
6393,6394,0.7,Ideal,5,I,SI1,3,2083
6394,6395,0.74,Premium,4,D,VS2,5,2855
6395,6396,0.7,Very Good,3,E,SI2,2,2224
6396,6397,1.01,Very Good,3,F,IF,8,9965
6397,6398,0.83,Premium,4,F,VS2,5,3408
6398,6399,1.01,Very Good,3,E,VS1,4,6996
6399,6400,0.3,Good,2,G,VVS2,6,684
6400,6401,1.58,Ideal,5,E,SI1,3,13557
6401,6402,0.3,Ideal,5,H,VVS1,7,878
6402,6403,0.65,Ideal,5,J,SI1,3,1276
6403,6404,0.93,Very Good,3,G,SI2,2,4163
6404,6405,1.19,Premium,4,G,SI2,2,4078
6405,6406,0.34,Ideal,5,F,VVS1,7,959
6406,6407,0.37,Ideal,5,G,IF,8,1033
6407,6408,1.02,Good,2,J,SI2,2,3298
6408,6409,0.31,Ideal,5,F,VVS1,7,840
6409,6410,0.51,Good,2,D,SI1,3,1193
6410,6411,0.71,Ideal,5,G,VS1,4,2930
6411,6412,0.43,Premium,4,G,IF,8,1433
6412,6413,1.71,Premium,4,I,SI1,3,11104
6413,6414,1.2,Very Good,3,G,VVS1,7,9609
6414,6415,0.51,Premium,4,E,SI2,2,1205
6415,6416,0.27,Ideal,5,H,VS1,4,449
6416,6417,0.9,Premium,4,E,SI1,3,4502
6417,6418,0.8,Very Good,3,H,SI1,3,2553
6418,6419,0.5,Premium,4,E,SI1,3,1073
6419,6420,0.62,Ideal,5,H,VS2,5,1616
6420,6421,0.54,Premium,4,H,VS2,5,1389
6421,6422,1.87,Ideal,5,H,VS1,4,17761
6422,6423,0.41,Premium,4,E,SI1,3,755
6423,6424,0.71,Ideal,5,F,VS2,5,2780
6424,6425,1.01,Ideal,5,I,I1,1,2416
6425,6426,0.41,Ideal,5,G,VS2,5,827
6426,6427,0.33,Ideal,5,G,VVS1,7,1114
6427,6428,0.32,Very Good,3,G,VS2,5,564
6428,6429,0.78,Ideal,5,D,SI1,3,2799
6429,6430,0.31,Ideal,5,G,IF,8,871
6430,6431,0.7,Premium,4,G,SI1,3,2016
6431,6432,0.4,Very Good,3,G,SI1,3,699
6432,6433,0.34,Ideal,5,F,VVS1,7,967
6433,6434,0.33,Premium,4,F,SI1,3,705
6434,6435,0.76,Ideal,5,H,SI1,3,2338
6435,6436,0.44,Very Good,3,E,VS2,5,987
6436,6437,0.37,Ideal,5,F,VS1,4,1041
6437,6438,1.5,Good,2,H,VS2,5,10692
6438,6439,1.51,Ideal,5,I,VS2,5,9352
6439,6440,1.01,Premium,4,G,SI1,3,4672
6440,6441,1.69,Ideal,5,I,VS2,5,11086
6441,6442,1.23,Ideal,5,J,SI1,3,5407
6442,6443,0.3,Ideal,5,D,VS2,5,911
6443,6444,0.36,Premium,4,E,SI2,2,648
6444,6445,0.24,Very Good,3,F,VVS2,6,478
6445,6446,0.31,Ideal,5,D,VS2,5,942
6446,6447,1.06,Very Good,3,G,VS1,4,6863
6447,6448,0.41,Premium,4,E,VS1,4,1153
6448,6449,0.42,Ideal,5,H,VVS2,6,984
6449,6450,1.53,Very Good,3,G,SI2,2,8095
6450,6451,0.65,Fair,1,I,VS2,5,1659
6451,6452,1.67,Very Good,3,I,VS2,5,10165
6452,6453,0.41,Ideal,5,G,VVS2,6,1007
6453,6454,2.01,Good,2,G,SI2,2,14745
6454,6455,1.18,Premium,4,I,SI2,2,3925
6455,6456,0.48,Premium,4,H,SI2,2,972
6456,6457,0.51,Premium,4,G,VS2,5,1546
6457,6458,0.52,Very Good,3,E,VS1,4,1840
6458,6459,1.5,Premium,4,H,SI2,2,7291
6459,6460,0.3,Very Good,3,G,VS1,4,605
6460,6461,0.51,Very Good,3,E,VS1,4,1970
6461,6462,0.23,Very Good,3,F,VVS2,6,583
6462,6463,0.54,Good,2,E,VS2,5,1660
6463,6464,0.26,Good,2,F,VVS1,7,524
6464,6465,0.4,Ideal,5,E,VVS1,7,1397
6465,6466,0.53,Ideal,5,F,VS1,4,1740
6466,6467,1.05,Very Good,3,J,I1,1,2705
6467,6468,0.71,Good,2,D,SI1,3,2547
6468,6469,1.21,Ideal,5,G,SI2,2,4631
6469,6470,0.33,Ideal,5,I,IF,8,891
6470,6471,0.36,Very Good,3,I,VS1,4,729
6471,6472,1.27,Ideal,5,E,VS2,5,6543
6472,6473,0.5,Ideal,5,D,VS2,5,1845
6473,6474,0.34,Very Good,3,E,SI2,2,571
6474,6475,0.4,Ideal,5,E,VS2,5,975
6475,6476,0.4,Premium,4,E,SI1,3,907
6476,6477,0.27,Premium,4,H,VVS2,6,623
6477,6478,1.05,Very Good,3,I,SI1,3,4292
6478,6479,2.0,Premium,4,G,SI2,2,11544
6479,6480,0.32,Ideal,5,E,VVS1,7,954
6480,6481,1.04,Ideal,5,H,VS2,5,5416
6481,6482,0.34,Premium,4,D,SI1,3,626
6482,6483,1.51,Premium,4,I,SI2,2,7766
6483,6484,0.52,Good,2,F,VS1,4,1594
6484,6485,1.3,Premium,4,J,SI1,3,5438
6485,6486,0.56,Ideal,5,F,SI1,3,1811
6486,6487,0.34,Premium,4,E,SI1,3,765
6487,6488,0.71,Very Good,3,D,SI1,3,2681
6488,6489,0.4,Very Good,3,F,SI1,3,737
6489,6490,0.52,Ideal,5,H,SI2,2,1035
6490,6491,0.51,Very Good,3,F,SI1,3,1308
6491,6492,0.58,Ideal,5,F,SI1,3,1569
6492,6493,1.16,Very Good,3,G,VVS1,7,9023
6493,6494,1.06,Very Good,3,G,SI2,2,4162
6494,6495,2.04,Premium,4,D,SI2,2,16872
6495,6496,0.4,Ideal,5,F,VVS2,6,1088
6496,6497,0.54,Very Good,3,D,VS1,4,1988
6497,6498,1.01,Very Good,3,G,VS2,5,5519
6498,6499,1.08,Ideal,5,D,SI1,3,6203
6499,6500,1.54,Premium,4,H,VS2,5,11769
6500,6501,0.51,Premium,4,F,VVS2,6,2093
6501,6502,1.11,Ideal,5,G,VS2,5,6713
6502,6503,0.51,Ideal,5,H,SI2,2,983
6503,6504,0.31,Ideal,5,G,VVS1,7,816
6504,6505,0.58,Very Good,3,G,VVS2,6,2078
6505,6506,1.0,Good,2,D,SI2,2,3304
6506,6507,0.41,Very Good,3,J,VS1,4,797
6507,6508,1.01,Very Good,3,F,SI2,2,4355
6508,6509,0.4,Ideal,5,H,VS2,5,725
6509,6510,1.12,Ideal,5,I,VS2,5,4986
6510,6511,0.5,Ideal,5,E,VS2,5,1746
6511,6512,0.54,Ideal,5,E,VS1,4,1939
6512,6513,0.44,Premium,4,G,SI1,3,772
6513,6514,0.53,Ideal,5,G,SI1,3,1255
6514,6515,0.77,Very Good,3,D,SI1,3,3241
6515,6516,0.4,Good,2,E,SI1,3,882
6516,6517,0.33,Premium,4,H,IF,8,1010
6517,6518,1.01,Very Good,3,G,SI1,3,4916
6518,6519,0.82,Very Good,3,H,SI1,3,2908
6519,6520,1.0,Premium,4,H,SI1,3,4389
6520,6521,1.01,Premium,4,F,VS1,4,6066
6521,6522,0.78,Very Good,3,J,VS2,5,2312
6522,6523,0.31,Ideal,5,G,VVS2,6,907
6523,6524,0.73,Very Good,3,E,SI1,3,2679
6524,6525,0.5,Very Good,3,E,VS2,5,1624
6525,6526,0.39,Ideal,5,D,VVS2,6,1088
6526,6527,0.35,Ideal,5,G,IF,8,1001
6527,6528,1.04,Ideal,5,E,SI2,2,3588
6528,6529,0.9,Ideal,5,F,SI2,2,4593
6529,6530,1.23,Ideal,5,H,SI2,2,5641
6530,6531,1.16,Ideal,5,H,SI2,2,5260
6531,6532,0.56,Very Good,3,E,VS2,5,1755
6532,6533,0.66,Ideal,5,F,VS2,5,2648
6533,6534,1.61,Ideal,5,E,SI2,2,11220
6534,6535,0.36,Ideal,5,G,VVS2,6,794
6535,6536,1.08,Ideal,5,J,SI1,3,4633
6536,6537,0.56,Ideal,5,G,SI1,3,1755
6537,6538,0.24,Very Good,3,E,VVS2,6,485
6538,6539,0.3,Good,2,H,SI1,3,554
6539,6540,0.7,Premium,4,H,VS2,5,2010
6540,6541,0.41,Premium,4,D,VS2,5,846
6541,6542,0.7,Very Good,3,E,SI1,3,2838
6542,6543,1.03,Ideal,5,G,VS1,4,6659
6543,6544,0.33,Premium,4,G,VS1,4,666
6544,6545,0.41,Premium,4,F,VS2,5,1107
6545,6546,2.2,Premium,4,H,SI2,2,11147
6546,6547,0.33,Premium,4,H,VS2,5,521
6547,6548,0.7,Premium,4,E,VS2,5,2496
6548,6549,0.4,Ideal,5,J,SI1,3,612
6549,6550,0.32,Ideal,5,D,VS2,5,972
6550,6551,1.57,Ideal,5,G,VS1,4,13462
6551,6552,0.7,Ideal,5,E,VS2,5,2553
6552,6553,1.21,Premium,4,G,VVS2,6,9779
6553,6554,2.02,Premium,4,I,SI2,2,13117
6554,6555,1.01,Premium,4,F,VVS2,6,8532
6555,6556,0.31,Very Good,3,G,VS1,4,802
6556,6557,0.35,Premium,4,D,SI1,3,601
6557,6558,3.0,Fair,1,H,I1,1,8044
6558,6559,0.56,Premium,4,E,SI1,3,1653
6559,6560,0.91,Very Good,3,D,SI1,3,5033
6560,6561,1.25,Premium,4,H,VS1,4,8099
6561,6562,1.13,Ideal,5,E,VVS1,7,13485
6562,6563,1.55,Ideal,5,G,SI2,2,8981
6563,6564,1.59,Ideal,5,I,SI2,2,8814
6564,6565,0.72,Premium,4,D,SI1,3,2954
6565,6566,0.52,Ideal,5,G,VVS2,6,1911
6566,6567,1.0,Good,2,F,I1,1,2717
6567,6568,0.34,Ideal,5,F,IF,8,1148
6568,6569,1.0,Very Good,3,G,VS2,5,5544
6569,6570,0.43,Premium,4,D,VS2,5,1234
6570,6571,1.22,Ideal,5,H,VS2,5,6947
6571,6572,1.01,Premium,4,D,VS1,4,7785
6572,6573,1.19,Premium,4,H,SI2,2,4332
6573,6574,1.06,Ideal,5,D,SI1,3,6055
6574,6575,0.33,Ideal,5,I,VS2,5,480
6575,6576,1.18,Ideal,5,G,VS2,5,7439
6576,6577,0.54,Premium,4,G,SI1,3,1356
6577,6578,0.7,Ideal,5,I,VVS1,7,2966
6578,6579,1.16,Premium,4,F,SI2,2,4820
6579,6580,0.31,Ideal,5,G,IF,8,891
6580,6581,0.52,Ideal,5,G,SI1,3,1413
6581,6582,0.37,Ideal,5,D,VVS1,7,1233
6582,6583,0.33,Very Good,3,G,VS2,5,579
6583,6584,1.16,Fair,1,G,SI2,2,4307
6584,6585,1.89,Premium,4,G,SI2,2,10055
6585,6586,0.3,Ideal,5,F,VVS1,7,1041
6586,6587,0.42,Premium,4,D,SI2,2,700
6587,6588,0.31,Good,2,I,VS1,4,628
6588,6589,1.63,Very Good,3,E,VS2,5,13555
6589,6590,0.72,Ideal,5,E,SI1,3,2886
6590,6591,0.7,Premium,4,E,VS2,5,2415
6591,6592,0.44,Ideal,5,G,IF,8,1348
6592,6593,1.23,Ideal,5,G,SI1,3,6509
6593,6594,0.57,Premium,4,F,VS2,5,1754
6594,6595,0.44,Ideal,5,D,VS2,5,1155
6595,6596,0.25,Ideal,5,H,VVS1,7,450
6596,6597,1.13,Premium,4,D,SI2,2,5280
6597,6598,1.27,Premium,4,I,I1,1,3732
6598,6599,1.01,Ideal,5,G,VS1,4,7179
6599,6600,0.32,Premium,4,I,SI1,3,432
6600,6601,0.92,Very Good,3,E,SI1,3,4232
6601,6602,1.13,Ideal,5,G,VVS1,7,9049
6602,6603,0.72,Premium,4,J,VS2,5,1941
6603,6604,1.22,Premium,4,G,SI2,2,5739
6604,6605,0.78,Premium,4,E,VS2,5,2970
6605,6606,0.31,Premium,4,D,SI2,2,593
6606,6607,0.7,Very Good,3,F,VS2,5,2507
6607,6608,1.01,Premium,4,H,VS2,5,5303
6608,6609,0.3,Very Good,3,E,VS2,5,658
6609,6610,0.71,Ideal,5,G,VS2,5,2771
6610,6611,0.77,Ideal,5,F,SI1,3,3108
6611,6612,0.42,Premium,4,E,VS2,5,1024
6612,6613,0.3,Ideal,5,G,VVS1,7,735
6613,6614,1.7,Ideal,5,H,VS1,4,16240
6614,6615,0.31,Premium,4,E,VS1,4,930
6615,6616,0.42,Premium,4,G,VS2,5,847
6616,6617,1.51,Premium,4,G,VS1,4,14507
6617,6618,0.86,Premium,4,H,VS2,5,3082
6618,6619,0.32,Premium,4,H,VS1,4,524
6619,6620,1.0,Good,2,F,SI1,3,4452
6620,6621,0.5,Good,2,E,SI1,3,1415
6621,6622,1.01,Very Good,3,F,VS2,5,6037
6622,6623,0.3,Ideal,5,D,SI2,2,574
6623,6624,1.01,Premium,4,F,VVS2,6,8579
6624,6625,1.02,Very Good,3,E,SI1,3,5424
6625,6626,0.43,Ideal,5,G,SI1,3,789
6626,6627,1.15,Ideal,5,G,VS2,5,6492
6627,6628,0.96,Fair,1,I,SI2,2,2540
6628,6629,0.27,Very Good,3,F,VVS2,6,620
6629,6630,0.57,Ideal,5,G,VS1,4,1942
6630,6631,0.91,Very Good,3,H,SI1,3,3762
6631,6632,0.52,Good,2,D,VS2,5,1701
6632,6633,1.04,Very Good,3,G,SI2,2,4200
6633,6634,0.31,Very Good,3,G,VVS1,7,816
6634,6635,0.34,Ideal,5,H,VS1,4,596
6635,6636,0.74,Ideal,5,F,IF,8,4383
6636,6637,2.01,Very Good,3,J,SI2,2,10490
6637,6638,0.37,Premium,4,F,SI1,3,616
6638,6639,2.01,Premium,4,F,SI2,2,15841
6639,6640,0.9,Ideal,5,D,SI2,2,3871
6640,6641,0.3,Good,2,G,VVS2,6,684
6641,6642,0.56,Ideal,5,F,VVS2,6,2260
6642,6643,0.52,Ideal,5,D,VVS2,6,2302
6643,6644,1.12,Ideal,5,G,VS1,4,7495
6644,6645,1.72,Very Good,3,I,SI2,2,8630
6645,6646,0.4,Very Good,3,I,SI1,3,596
6646,6647,0.59,Good,2,F,VS2,5,1643
6647,6648,0.44,Premium,4,H,VS2,5,1040
6648,6649,0.41,Premium,4,D,SI1,3,791
6649,6650,2.24,Premium,4,J,VS1,4,11970
6650,6651,0.59,Ideal,5,J,VS1,4,1330
6651,6652,0.84,Ideal,5,D,VVS1,7,6399
6652,6653,1.21,Premium,4,J,VVS1,7,5893
6653,6654,1.73,Very Good,3,J,VS2,5,9510
6654,6655,1.01,Premium,4,I,SI2,2,3767
6655,6656,1.0,Good,2,I,SI1,3,4042
6656,6657,0.9,Ideal,5,I,SI1,3,3908
6657,6658,0.6,Ideal,5,E,VS2,5,2189
6658,6659,1.02,Good,2,G,VS1,4,5951
6659,6660,1.21,Premium,4,D,SI2,2,4946
6660,6661,1.47,Very Good,3,J,VS2,5,6763
6661,6662,1.26,Premium,4,I,VS2,5,5983
6662,6663,0.36,Very Good,3,G,SI1,3,689
6663,6664,0.91,Ideal,5,I,VVS1,7,4609
6664,6665,0.51,Good,2,E,SI1,3,1343
6665,6666,0.35,Ideal,5,G,VS1,4,906
6666,6667,1.5,Fair,1,G,SI2,2,7972
6667,6668,0.3,Ideal,5,E,VVS2,6,731
6668,6669,0.52,Very Good,3,F,SI1,3,1261
6669,6670,0.28,Very Good,3,H,VS1,4,429
6670,6671,0.9,Ideal,5,D,VS2,5,4128
6671,6672,1.7,Ideal,5,J,VS2,5,10002
6672,6673,0.31,Ideal,5,D,VS1,4,683
6673,6674,0.41,Ideal,5,F,SI1,3,969
6674,6675,0.32,Ideal,5,G,VS1,4,645
6675,6676,0.43,Ideal,5,F,SI2,2,742
6676,6677,0.31,Ideal,5,F,VS1,4,821
6677,6678,0.31,Premium,4,H,VS2,5,628
6678,6679,0.43,Very Good,3,F,SI1,3,792
6679,6680,0.9,Premium,4,E,SI1,3,4092
6680,6681,0.9,Premium,4,F,SI2,2,3704
6681,6682,0.49,Premium,4,G,SI2,2,1084
6682,6683,1.02,Premium,4,D,SI2,2,4907
6683,6684,0.51,Very Good,3,E,SI1,3,1343
6684,6685,0.31,Premium,4,D,VVS1,7,1075
6685,6686,0.33,Ideal,5,D,VS2,5,781
6686,6687,1.01,Very Good,3,H,VS2,5,5028
6687,6688,0.5,Ideal,5,F,VVS1,7,2018
6688,6689,1.0,Very Good,3,G,VS2,5,6449
6689,6690,0.42,Ideal,5,E,SI1,3,773
6690,6691,1.0,Very Good,3,E,SI1,3,5051
6691,6692,0.29,Ideal,5,F,VS2,5,504
6692,6693,0.71,Very Good,3,H,SI1,3,2258
6693,6694,0.53,Very Good,3,F,VS1,4,1821
6694,6695,0.7,Good,2,D,VS2,5,3087
6695,6696,0.54,Ideal,5,E,VS2,5,1754
6696,6697,0.71,Fair,1,H,VS2,5,1832
6697,6698,0.32,Ideal,5,D,VVS2,6,1008
6698,6699,2.08,Ideal,5,J,SI1,3,13038
6699,6700,0.39,Very Good,3,G,VS2,5,1009
6700,6701,1.32,Ideal,5,G,VVS2,6,13261
6701,6702,0.34,Premium,4,G,VVS2,6,995
6702,6703,1.02,Ideal,5,F,VVS1,7,9645
6703,6704,0.9,Good,2,H,VS1,4,4409
6704,6705,0.52,Premium,4,G,SI1,3,1306
6705,6706,1.1,Premium,4,D,SI2,2,4640
6706,6707,0.4,Very Good,3,D,SI1,3,772
6707,6708,0.31,Very Good,3,G,VVS1,7,642
6708,6709,0.3,Good,2,F,SI1,3,500
6709,6710,0.33,Premium,4,I,VVS2,6,743
6710,6711,0.81,Premium,4,G,VS2,5,3193
6711,6712,0.91,Premium,4,E,SI1,3,4211
6712,6713,0.4,Ideal,5,J,VVS1,7,1136
6713,6714,1.1,Premium,4,F,SI2,2,4928
6714,6715,0.7,Very Good,3,D,VS1,4,3375
6715,6716,1.01,Good,2,G,VS1,4,6499
6716,6717,1.24,Ideal,5,G,VVS1,7,10724
6717,6718,0.38,Ideal,5,E,SI1,3,685
6718,6719,1.63,Premium,4,I,SI1,3,7302
6719,6720,0.25,Premium,4,E,VVS2,6,576
6720,6721,3.24,Premium,4,H,I1,1,12300
6721,6722,0.33,Ideal,5,E,SI1,3,579
6722,6723,0.55,Premium,4,D,SI1,3,1698
6723,6724,0.65,Good,2,E,VS2,5,2406
6724,6725,0.54,Ideal,5,G,VS1,4,1724
6725,6726,0.3,Very Good,3,F,SI1,3,489
6726,6727,1.02,Premium,4,D,SI2,2,4583
6727,6728,0.28,Ideal,5,F,VVS2,6,642
6728,6729,0.55,Premium,4,F,SI1,3,1415
6729,6730,1.01,Good,2,E,VS1,4,7466
6730,6731,0.52,Fair,1,I,VVS2,6,1401
6731,6732,0.7,Ideal,5,J,SI1,3,1974
6732,6733,0.3,Very Good,3,G,VS2,5,675
6733,6734,0.3,Ideal,5,G,VVS1,7,764
6734,6735,0.9,Ideal,5,I,SI1,3,3455
6735,6736,0.7,Premium,4,E,SI1,3,2396
6736,6737,0.3,Premium,4,E,IF,8,984
6737,6738,0.51,Ideal,5,F,VVS2,6,1998
6738,6739,0.54,Very Good,3,G,SI1,3,1292
6739,6740,0.3,Ideal,5,D,SI1,3,552
6740,6741,1.14,Ideal,5,J,SI1,3,5174
6741,6742,0.58,Ideal,5,D,VVS2,6,2421
6742,6743,0.7,Ideal,5,G,SI1,3,2478
6743,6744,0.32,Very Good,3,G,VVS2,6,672
6744,6745,0.53,Ideal,5,G,VS1,4,1813
6745,6746,1.09,Very Good,3,G,SI2,2,4591
6746,6747,1.7,Ideal,5,J,SI2,2,7464
6747,6748,0.57,Very Good,3,G,VS1,4,1817
6748,6749,1.4,Premium,4,E,SI2,2,6147
6749,6750,0.3,Good,2,G,VVS2,6,878
6750,6751,1.64,Very Good,3,J,SI2,2,7409
6751,6752,0.71,Good,2,J,VS1,4,1881
6752,6753,1.0,Good,2,G,VVS2,6,7572
6753,6754,0.9,Very Good,3,H,SI2,2,3160
6754,6755,0.31,Very Good,3,F,VS2,5,625
6755,6756,1.11,Premium,4,H,SI2,2,4538
6756,6757,0.55,Premium,4,G,VS1,4,1792
6757,6758,2.1,Fair,1,F,SI2,2,16506
6758,6759,1.01,Premium,4,G,SI1,3,4605
6759,6760,0.5,Ideal,5,F,VVS2,6,2016
6760,6761,1.12,Ideal,5,G,VS2,5,6774
6761,6762,0.99,Fair,1,J,SI1,3,2949
6762,6763,1.0,Premium,4,F,VS2,5,6047
6763,6764,0.25,Very Good,3,E,VS2,5,409
6764,6765,0.51,Ideal,5,E,SI2,2,1098
6765,6766,0.77,Very Good,3,F,VVS1,7,4399
6766,6767,0.7,Good,2,D,SI1,3,2318
6767,6768,0.74,Ideal,5,I,VVS2,6,2761
6768,6769,0.41,Ideal,5,G,SI1,3,923
6769,6770,0.53,Premium,4,D,VS1,4,2147
6770,6771,1.06,Ideal,5,F,SI2,2,5354
6771,6772,1.22,Very Good,3,J,SI1,3,4969
6772,6773,0.54,Ideal,5,F,VVS2,6,2231
6773,6774,1.59,Premium,4,I,VS2,5,9304
6774,6775,0.7,Very Good,3,E,VS1,4,3061
6775,6776,0.31,Good,2,E,SI1,3,544
6776,6777,0.73,Ideal,5,J,SI1,3,2184
6777,6778,0.43,Premium,4,H,VS1,4,867
6778,6779,1.71,Ideal,5,G,VVS2,6,18599
6779,6780,0.38,Premium,4,J,VS2,5,727
6780,6781,1.01,Premium,4,D,SI1,3,5210
6781,6782,1.51,Ideal,5,H,VS2,5,10959
6782,6783,0.91,Very Good,3,F,SI1,3,3195
6783,6784,1.13,Good,2,F,SI2,2,4998
6784,6785,1.27,Ideal,5,F,SI2,2,5405
6785,6786,0.38,Very Good,3,H,VS1,4,705
6786,6787,1.7,Very Good,3,F,I1,1,5998
6787,6788,0.42,Premium,4,I,SI1,3,626
6788,6789,0.36,Ideal,5,D,SI1,3,851
6789,6790,0.4,Very Good,3,F,VVS1,7,1111
6790,6791,1.02,Good,2,I,SI2,2,3342
6791,6792,0.53,Ideal,5,F,SI2,2,1335
6792,6793,1.0,Premium,4,F,VVS2,6,8602
6793,6794,0.64,Ideal,5,E,SI1,3,2215
6794,6795,0.32,Premium,4,D,SI1,3,589
6795,6796,1.0,Very Good,3,H,SI2,2,4015
6796,6797,0.3,Ideal,5,G,VS1,4,555
6797,6798,0.72,Ideal,5,J,VVS2,6,2136
6798,6799,1.24,Premium,4,I,VVS2,6,6383
6799,6800,0.9,Good,2,F,SI1,3,3604
6800,6801,0.27,Ideal,5,H,VVS2,6,496
6801,6802,1.59,Very Good,3,D,SI1,3,13631
6802,6803,0.52,Ideal,5,G,VS1,4,1887
6803,6804,0.3,Ideal,5,H,SI1,3,407
6804,6805,0.55,Ideal,5,E,SI1,3,1551
6805,6806,1.01,Premium,4,F,SI1,3,5090
6806,6807,0.9,Good,2,H,VS1,4,3734
6807,6808,0.49,Ideal,5,H,SI2,2,1190
6808,6809,1.07,Very Good,3,H,SI2,2,4413
6809,6810,0.53,Premium,4,F,VS1,4,1558
6810,6811,0.35,Ideal,5,E,IF,8,1254
6811,6812,0.41,Very Good,3,F,SI1,3,904
6812,6813,0.7,Premium,4,F,SI1,3,2196
6813,6814,0.54,Very Good,3,F,VVS1,7,2356
6814,6815,0.5,Ideal,5,H,VS2,5,1400
6815,6816,1.24,Very Good,3,I,VS2,5,5836
6816,6817,0.7,Very Good,3,E,VS2,5,2862
6817,6818,1.04,Premium,4,E,SI2,2,4892
6818,6819,0.94,Premium,4,D,SI1,3,4817
6819,6820,0.7,Good,2,F,VS1,4,2759
6820,6821,0.3,Ideal,5,D,VVS2,6,1041
6821,6822,1.0,Premium,4,F,SI2,2,4333
6822,6823,0.42,Ideal,5,F,SI1,3,838
6823,6824,0.32,Ideal,5,E,VVS1,7,1020
6824,6825,0.91,Good,2,G,VS2,5,4183
6825,6826,1.07,Premium,4,I,SI1,3,4314
6826,6827,0.59,Very Good,3,I,VS2,5,1445
6827,6828,0.45,Very Good,3,G,VS1,4,1154
6828,6829,0.52,Very Good,3,H,VS2,5,1289
